ticket_id,order_id,ticket_status,message,channel
T501996,O218555,Open,"the tent O218555 leaked on first use, very disappointed",email
T501997,O214787,open,Where is my order O214787?? It is 2 weeks late!!!,email
T501998,O225030,Open,"I want a refund for O225030, wrong size delivered",chat
T501999,O203794,Open,"Cancel order O203794 please, ordered by mistake",phone
T502000,,closed,Where is my order O212842?? It is 2 weeks late!!!,phone
T502001,O211674,closed,  RETURN REQUEST: item not as described  ,phone
T502002,O205214,Open,"Order O205214 arrived damaged, the zip is broken",chat
T502003,O206473,pending,"Order O206473 arrived damaged, the zip is broken",email
T502004,O211712,open,"Order O211712 arrived damaged, the zip is broken",email
T502005,O206329,Open,"Cancel order O206329 please, ordered by mistake",chat
T502006,O221940,pending,"Cancel order O221940 please, ordered by mistake",phone
T502007,O218303,open,"Order O218303 arrived damaged, the zip is broken",chat
T502008,O207334,open,"the tent O207334 leaked on first use, very disappointed",email
T502009,,closed,"Order O223227 arrived damaged, the zip is broken",chat
T502010,O214816,pending,"Order O214816 arrived damaged, the zip is broken",phone
T502011,O212246,open,"Cancel order O212246 please, ordered by mistake",phone
T502012,O223380,Open,Where is my order O223380?? It is 2 weeks late!!!,chat
T502013,O208595,Open,  RETURN REQUEST: item not as described  ,email
T502014,O217227,open,"Great service, jacket fits perfectly. thanks",phone
T502015,O225436,Open,"the tent O225436 leaked on first use, very disappointed",chat
T502016,O203083,open,"Order O203083 arrived damaged, the zip is broken",phone
T502017,O224720,pending,"Great service, jacket fits perfectly. thanks",email
T502018,O204116,closed,"Cancel order O204116 please, ordered by mistake",email
T502019,O204127,pending,Can I change the delivery address for O204127?,email
T502020,O201249,open,"Great service, jacket fits perfectly. thanks",email
T502021,O217756,pending,"Cancel order O217756 please, ordered by mistake",phone
T502022,O212881,open,"Great service, jacket fits perfectly. thanks",chat
T502023,O210280,closed,  RETURN REQUEST: item not as described  ,chat
T502024,O218505,Open,Where is my order O218505?? It is 2 weeks late!!!,chat
T502025,O220018,pending,"I want a refund for O220018, wrong size delivered",chat
T502026,O210511,pending,Where is my order O210511?? It is 2 weeks late!!!,email
T502027,O215435,pending,"Cancel order O215435 please, ordered by mistake",chat
T502028,,pending,Can I change the delivery address for O220644?,email
T502029,O219757,Open,"Great service, jacket fits perfectly. thanks",phone
T502030,O202505,Open,  RETURN REQUEST: item not as described  ,phone
T502031,,Open,Can I change the delivery address for O223542?,phone
T502032,O210733,pending,"Order O210733 arrived damaged, the zip is broken",chat
T502033,O218798,pending,"Order O218798 arrived damaged, the zip is broken",chat
T502034,,open,"the tent O221624 leaked on first use, very disappointed",chat
T502035,O224014,pending,Where is my order O224014?? It is 2 weeks late!!!,phone
T502036,,Open,"Order O224690 arrived damaged, the zip is broken",email
T502037,O207218,open,"Great service, jacket fits perfectly. thanks",email
T502038,O224835,closed,Where is my order O224835?? It is 2 weeks late!!!,chat
T502039,,Open,Where is my order O210255?? It is 2 weeks late!!!,email
T502040,O219007,closed,Where is my order O219007?? It is 2 weeks late!!!,phone
T502041,O220717,closed,Where is my order O220717?? It is 2 weeks late!!!,email
T502042,O222373,Open,"Great service, jacket fits perfectly. thanks",phone
T502043,O205837,pending,"I want a refund for O205837, wrong size delivered",phone
T502044,O204699,pending,  RETURN REQUEST: item not as described  ,email
T502045,,open,Where is my order O205877?? It is 2 weeks late!!!,chat
T502046,O222331,open,"Great service, jacket fits perfectly. thanks",chat
T502047,O209251,closed,Where is my order O209251?? It is 2 weeks late!!!,email
T502048,O213428,closed,"Cancel order O213428 please, ordered by mistake",chat
T502049,O209984,pending,"Cancel order O209984 please, ordered by mistake",chat
T502050,O217283,pending,"I want a refund for O217283, wrong size delivered",chat
T502051,O220324,open,"Great service, jacket fits perfectly. thanks",phone
T502052,O216626,Open,"Order O216626 arrived damaged, the zip is broken",email
T502053,O208739,pending,Can I change the delivery address for O208739?,phone
T502054,O210808,open,Can I change the delivery address for O210808?,email
T502055,O204712,closed,"Cancel order O204712 please, ordered by mistake",phone
T502056,,open,"Order O222182 arrived damaged, the zip is broken",phone
T502057,O222223,closed,Where is my order O222223?? It is 2 weeks late!!!,email
T502058,O214722,closed,Can I change the delivery address for O214722?,email
T502059,O224462,Open,  RETURN REQUEST: item not as described  ,phone
T502060,O200824,open,"I want a refund for O200824, wrong size delivered",phone
T502061,O214702,open,"Order O214702 arrived damaged, the zip is broken",email
T502062,O221243,pending,"I want a refund for O221243, wrong size delivered",phone
T502063,O212560,open,"Great service, jacket fits perfectly. thanks",phone
T502064,O215791,open,"Order O215791 arrived damaged, the zip is broken",chat
T502065,O201512,Open,Can I change the delivery address for O201512?,chat
T502066,O202337,Open,Can I change the delivery address for O202337?,chat
T502067,,Open,"Order O213507 arrived damaged, the zip is broken",phone
T502068,O222699,open,"Cancel order O222699 please, ordered by mistake",phone
T502069,O219407,open,Where is my order O219407?? It is 2 weeks late!!!,email
T502070,O215397,Open,"Cancel order O215397 please, ordered by mistake",phone
T502071,O215528,closed,"I want a refund for O215528, wrong size delivered",chat
T502072,O223787,closed,Can I change the delivery address for O223787?,phone
T502073,,pending,  RETURN REQUEST: item not as described  ,email
T502074,O225672,pending,"I want a refund for O225672, wrong size delivered",chat
T502075,O218516,closed,"the tent O218516 leaked on first use, very disappointed",phone
T502076,O216065,open,"Great service, jacket fits perfectly. thanks",phone
T502077,O207790,pending,"Cancel order O207790 please, ordered by mistake",chat
T502078,O200943,closed,"Cancel order O200943 please, ordered by mistake",phone
T502079,O217014,closed,"the tent O217014 leaked on first use, very disappointed",email
T502080,O213649,closed,"Great service, jacket fits perfectly. thanks",email
T502081,O202108,Open,"Great service, jacket fits perfectly. thanks",chat
T502082,O207141,pending,"the tent O207141 leaked on first use, very disappointed",phone
T502083,O216576,Open,"Order O216576 arrived damaged, the zip is broken",chat
T502084,O202722,Open,"Great service, jacket fits perfectly. thanks",email
T502085,O213140,pending,"Great service, jacket fits perfectly. thanks",chat
T502086,O210077,open,  RETURN REQUEST: item not as described  ,email
T502087,O223180,Open,Can I change the delivery address for O223180?,phone
T502088,O207042,open,Can I change the delivery address for O207042?,email
T502089,O201115,Open,  RETURN REQUEST: item not as described  ,email
T502090,,open,"Great service, jacket fits perfectly. thanks",chat
T502091,O211740,closed,Can I change the delivery address for O211740?,chat
T502092,,closed,"Great service, jacket fits perfectly. thanks",email
T502093,O225293,Open,"Cancel order O225293 please, ordered by mistake",email
T502094,O225961,open,"the tent O225961 leaked on first use, very disappointed",chat
T502095,O207920,open,"Great service, jacket fits perfectly. thanks",email
T502096,O218730,pending,"Order O218730 arrived damaged, the zip is broken",phone
T502097,O222398,closed,Where is my order O222398?? It is 2 weeks late!!!,phone
T502098,O214097,open,"Order O214097 arrived damaged, the zip is broken",chat
T502099,O217441,closed,"Order O217441 arrived damaged, the zip is broken",phone
T502100,O201733,Open,"Cancel order O201733 please, ordered by mistake",phone
T502101,O219111,open,Can I change the delivery address for O219111?,email
T502102,O202980,closed,"Order O202980 arrived damaged, the zip is broken",chat
T502103,O211085,open,"Order O211085 arrived damaged, the zip is broken",chat
T502104,,closed,"Great service, jacket fits perfectly. thanks",chat
T502105,O225625,open,Can I change the delivery address for O225625?,email
T502106,O206647,open,"the tent O206647 leaked on first use, very disappointed",chat
T502107,O222427,closed,"the tent O222427 leaked on first use, very disappointed",chat
T502108,O219497,pending,"Order O219497 arrived damaged, the zip is broken",phone
T502109,O209904,pending,"the tent O209904 leaked on first use, very disappointed",phone
T502110,O208511,closed,Can I change the delivery address for O208511?,phone
T502111,O209719,closed,"I want a refund for O209719, wrong size delivered",email
T502112,,pending,"Order O203591 arrived damaged, the zip is broken",email
T502113,O202475,Open,Can I change the delivery address for O202475?,phone
T502114,O213659,closed,  RETURN REQUEST: item not as described  ,phone
T502115,O225817,closed,"Cancel order O225817 please, ordered by mistake",phone
T502116,O213105,closed,"Order O213105 arrived damaged, the zip is broken",email
T502117,O208435,closed,Can I change the delivery address for O208435?,phone
T502118,O220183,Open,  RETURN REQUEST: item not as described  ,email
T502119,O204549,Open,Can I change the delivery address for O204549?,chat
T502120,O203720,open,"I want a refund for O203720, wrong size delivered",email
T502121,O201334,open,"Great service, jacket fits perfectly. thanks",chat
T502122,O209269,open,Where is my order O209269?? It is 2 weeks late!!!,chat
T502123,O206096,pending,  RETURN REQUEST: item not as described  ,phone
T502124,O209476,closed,"Cancel order O209476 please, ordered by mistake",email
T502125,O209269,Open,"Great service, jacket fits perfectly. thanks",chat
T502126,O213831,open,Where is my order O213831?? It is 2 weeks late!!!,phone
T502127,O202577,pending,"Cancel order O202577 please, ordered by mistake",chat
T502128,O204154,closed,"Order O204154 arrived damaged, the zip is broken",chat
T502129,O201501,open,"Cancel order O201501 please, ordered by mistake",chat
T502130,O217056,Open,"I want a refund for O217056, wrong size delivered",phone
T502131,O202887,open,  RETURN REQUEST: item not as described  ,phone
T502132,O206600,Open,"the tent O206600 leaked on first use, very disappointed",phone
T502133,O213652,closed,"Order O213652 arrived damaged, the zip is broken",email
T502134,O218636,closed,"I want a refund for O218636, wrong size delivered",phone
T502135,O214472,open,Where is my order O214472?? It is 2 weeks late!!!,email
T502136,O205816,closed,Can I change the delivery address for O205816?,chat
T502137,,closed,"the tent O204292 leaked on first use, very disappointed",chat
T502138,O224530,closed,"Great service, jacket fits perfectly. thanks",phone
T502139,O210015,Open,"Order O210015 arrived damaged, the zip is broken",email
T502140,O222015,pending,"the tent O222015 leaked on first use, very disappointed",chat
T502141,O220673,Open,"Cancel order O220673 please, ordered by mistake",phone
T502142,O222225,pending,"the tent O222225 leaked on first use, very disappointed",email
T502143,O216396,closed,  RETURN REQUEST: item not as described  ,chat
T502144,O222789,open,"the tent O222789 leaked on first use, very disappointed",chat
T502145,O225605,closed,  RETURN REQUEST: item not as described  ,phone
T502146,O200111,Open,Where is my order O200111?? It is 2 weeks late!!!,phone
T502147,O217547,open,"I want a refund for O217547, wrong size delivered",email
T502148,O206483,Open,"the tent O206483 leaked on first use, very disappointed",chat
T502149,O210955,closed,"the tent O210955 leaked on first use, very disappointed",email
T502150,O212810,open,Can I change the delivery address for O212810?,phone
T502151,O215918,pending,"the tent O215918 leaked on first use, very disappointed",email
T502152,O203156,Open,Where is my order O203156?? It is 2 weeks late!!!,chat
T502153,O205561,pending,Where is my order O205561?? It is 2 weeks late!!!,chat
